context_small,context_large,word,prev,prev_fav,fol,fol_fav,count,frequency_ppm,freq_log_ppm,hapax,stress,fav_count,FFC,transmission,modern_spa,latin_stop
 yo me ensano alguna llorara: ,a: pues si yo me ensano alguna llorara: mas quiero yrme e zofrirt,llorara,a,yes,o,yes,4,58.47354803,4.068574482,no,unstressed,1,0.25,oral,palatalization,p
ue no es son de buen llanto: , entrar: que no es son de buen llanto: donde ay amenazas e denue,llanto,n,no,a,yes,6,87.71032204,4.47403959,no,stressed,2,0.333333333,oral,palatalization,p
uas dignas de mortal lloro /,orosas nueuas dignas de mortal lloro / o acelerados desastres o,lloro,l,no,o,yes,13,190.0390311,5.247229478,no,stressed,5,0.384615385,oral,palatalization,p
tu tanto que cegaras llorando: , fatigues tu tanto que cegaras llorando: que creo que poca ventaja,llorando,s,no,o,yes,7,102.3287091,4.628190269,no,unstressed,3,0.428571429,oral,palatalization,p
rtan vuestros dulces plazeres: , se conuiertan vuestros dulces plazeres: tornese lloro vuestra glo,plazeres,s,no,a,yes,8,116.9470961,4.761721662,no,unstressed,3,0.375,oral,preservation,p
tornese lloro v,plazeres: tornese lloro vuestra gloria trabajo vue,lloro,e,yes,o,yes,13,190.0390311,5.247229478,no,stressed,5,0.384615385,oral,palatalization,p
antares se os tornen lloro: ,ras: los cantares se os tornen lloro: los sombrosos arboles del,lloro,n,no,o,yes,13,190.0390311,5.247229478,no,stressed,5,0.384615385,oral,palatalization,p
n vuestra vista: sus flores o, sequen con vuestra vista: sus flores olorosas se tornen de negr,flores,s,no,o,yes,6,87.71032204,4.47403959,no,stressed,1,0.166666667,oral,preservation,f
todo carga sobre mi: pluguiera a,haga: que todo carga sobre mi: pluguiera a dios que fuera yo con el,pluguiera,:,no,u,no,2,29.23677401,3.375427301,no,unstressed,0,0,oral,preservation,p
s: e no quedara para llorar a,o con ellos: e no quedara para llorar a todos: y de lo que mas d,llorar,a,yes,o,yes,21,306.9861272,5.726802558,no,unstressed,13,0.619047619,oral,palatalization,p
azo: con que Melibea llore: ,armar vn lazo: con que Melibea llore: quanto agora goza. ELIC.-,llore,a,yes,o,yes,9,131.5654831,4.879504698,no,stressed,2,0.222222222,oral,palatalization,p
o de cauallos que se llama S,rmeno: mozo de cauallos que se llama Sosia: que le acompana cad,llama,e,yes,a,yes,86,1257.181283,7.136627417,no,stressed,8,0.093023256,oral,palatalization,c
REU.--mas hazme este plazer: ,e dizes. AREU.--mas hazme este plazer: que me embies aca esse So,plazer,e,yes,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
amo hare reuessar el plazer c,l: e a su amo hare reuessar el plazer comido. E tu Elicia alma m,plazer,l,no,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
 la alegre memoria e plazeres p, se pierde la alegre memoria e plazeres perdidos del passado: de v,plazeres,e,yes,a,yes,8,116.9470961,4.761721662,no,unstressed,3,0.375,oral,preservation,p
hombre tiene: que da plazer l,de lo que hombre tiene: que da plazer la esperanza de otro tal: ,plazer,a,yes,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
que creo: que avnque llame e,IC.--cata que creo: que avnque llame el que mandas: no haura ef,llame,e,yes,a,yes,6,87.71032204,4.47403959,no,stressed,4,0.666666667,oral,palatalization,c
atura esto vemos muy claro s,s: segun natura esto vemos muy claro si miramos nuestros yguale,claro,y,no,a,yes,23,336.2229012,5.817774336,no,stressed,9,0.391304348,oral,preservation,c
"quando auemos de ser llamados, ","inciertos quando auemos de ser llamados, viendo tan ciertas senale",llamados,r,no,a,yes,3,43.85516102,3.780892409,no,unstressed,0,0,oral,palatalization,c
 quien apartarme mis plazeres? ,mi gloria? quien apartarme mis plazeres? Calisto es mi anima / mi ,plazeres,s,no,a,yes,8,116.9470961,4.761721662,no,unstressed,3,0.375,oral,preservation,p
"mar, aquello sera su plazer: ","daremos tomar, aquello sera su plazer: aquello aura por bueno: q",plazer,u,no,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
en nasciendo hazemos llorar: ,ficio que en nasciendo hazemos llorar: no me marauilla ser mas l,llorar,s,no,o,yes,21,306.9861272,5.726802558,no,unstressed,13,0.619047619,oral,palatalization,p
radas / mis ropas de plazer. ,gueras labradas / mis ropas de plazer. quiero aderezar lexia par,plazer,e,yes,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
 alla hombre; quiero llamar. ,deue estar alla hombre; quiero llamar. tha. tha. AREU.--quien es,llamar,o,yes,a,yes,18,263.1309661,5.572651878,no,unstressed,6,0.333333333,oral,palatalization,c
veate dios que tanto plazer m,mana mia: veate dios que tanto plazer me hazes en venir:como vie,plazer,o,yes,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
. ELIC.--a tu puerta llaman: , como a ti. ELIC.--a tu puerta llaman: poco espacio nos dan para,llaman,a,yes,a,yes,16,233.8941921,5.454868843,no,stressed,9,0.5625,oral,palatalization,c
co / o priuado quien llama. ,ue o es loco / o priuado quien llama. SOS.--abreme senora / Sos,llama,n,no,a,yes,86,1257.181283,7.136627417,no,stressed,8,0.093023256,oral,palatalization,c
eras qual te lo paro lleno d,mento: e veras qual te lo paro lleno de viento de lisonjas: que,lleno,o,yes,e,yes,8,116.9470961,4.761721662,no,stressed,4,0.5,oral,palatalization,p
con esto haze oy tan claro d, Parmeno: con esto haze oy tan claro dia: que auias tu de venir,claro,n,no,a,yes,23,336.2229012,5.817774336,no,stressed,9,0.391304348,oral,preservation,c
: como a el mismo me plazia d, de su amo: como a el mismo me plazia donde via su dano de Calis,plazia,e,yes,a,yes,1,14.61838701,2.68228012,yes,unstressed,1,1,oral,preservation,p
 harto me basta auer llorado a,companero: harto me basta auer llorado al vno: porque has de sabe,llorado,r,no,o,yes,1,14.61838701,2.68228012,yes,unstressed,0,0,oral,palatalization,p
 bozes como loco: de plazer. ,oche dando bozes como loco: de plazer. SOS.--o como son sin tien,plazer,e,yes,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
s holgando e auiendo plazer: ,is cauallos holgando e auiendo plazer: diziendo cantares por olu,plazer,o,yes,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
visitacion. y si mas clara q,cotidiana visitacion. y si mas clara quieres senora ver su fals,clara,s,no,a,yes,20,292.3677401,5.678012394,no,stressed,3,0.15,oral,preservation,c
quien osa entrar sin llamar a,re: veras quien osa entrar sin llamar a la puerta. torna torna a,llamar,n,no,a,yes,18,263.1309661,5.572651878,no,unstressed,6,0.333333333,oral,palatalization,c
 que me auian de dar plazer. ,ssen: sino que me auian de dar plazer. AREU.--no entremos por mi,plazer,r,no,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
yormente de mugeres? llegate a,sitado: mayormente de mugeres? llegate aca senor Centurio que en ,llegate,?,no,e,yes,10,146.1838701,4.984865213,no,stressed,1,0.1,oral,palatalization,p
 vn cauallero que se llama C,vengues de vn cauallero que se llama Calisto: que nos ha enojad,llama,e,yes,a,yes,86,1257.181283,7.136627417,no,stressed,8,0.093023256,oral,palatalization,c
uelo / e Centurio se llamo m,re a mi abuelo / e Centurio se llamo mi padre: e Centurio me ll,llamo,e,yes,a,yes,5,73.09193504,4.291718033,no,stressed,3,0.6,oral,palatalization,c
padre: e Centurio me llamo y, llamo mi padre: e Centurio me llamo yo. ELIC.--pues que hizo e,llamo,e,yes,a,yes,5,73.09193504,4.291718033,no,stressed,3,0.6,oral,palatalization,c
como se le antojare. llore M,e: matele como se le antojare. llore Melibea como tu has hecho:,llore,.,no,o,yes,9,131.5654831,4.879504698,no,stressed,2,0.222222222,oral,palatalization,p
nda? quiero embiar a llamar a, e su demanda? quiero embiar a llamar a Traso el coxo e a sus do,llamar,a,yes,a,yes,18,263.1309661,5.572651878,no,unstressed,6,0.333333333,oral,palatalization,c
aje: ya sabra que te llaman S,bre de linaje: ya sabra que te llaman Sosia: e a tu padre llamar,llaman,e,yes,a,yes,16,233.8941921,5.454868843,no,stressed,9,0.5625,oral,palatalization,c
osia: e a tu padre llamaron S,e llaman Sosia: e a tu padre llamaron Sosia nascido e criado en ,llamaron,e,yes,a,yes,2,29.23677401,3.375427301,no,unstressed,2,1,oral,palatalization,c
berio de embidia del plazer d,isto e Pleberio de embidia del plazer de Melibea: cata que la em,plazer,l,no,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
dera. pero porque ya llegamos a, que verdadera. pero porque ya llegamos al huerto: e nuestro amo s,llegamos,a,yes,e,yes,2,29.23677401,3.375427301,no,unstressed,2,1,oral,palatalization,p
de aquestas viciosas flores. , ortelana de aquestas viciosas flores. por prender cada manana: ,flores,s,no,o,yes,6,87.71032204,4.47403959,no,stressed,1,0.166666667,oral,preservation,f
-alegre es la fuente clara: ,or. LUCR.--alegre es la fuente clara: a quien con gran sed la v,clara,e,yes,a,yes,20,292.3677401,5.678012394,no,stressed,3,0.15,oral,preservation,c
? donde me tenias tu claridad e,ziente sol? donde me tenias tu claridad escondida auia rato que es,claridad,u,no,a,yes,7,102.3287091,4.628190269,no,unstressed,4,0.571428571,oral,preservation,c
a. mira la luna quan clara s,n tu venida. mira la luna quan clara se nos muestra. mira las n,clara,n,no,a,yes,20,292.3677401,5.678012394,no,stressed,3,0.15,oral,preservation,c
ga: tornaste loca de plazer: ,"ientes amiga: tornaste loca de plazer: dexamele, no me le desped",plazer,e,yes,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
mio: no me ocupes mi plazer. ,lo que es mio: no me ocupes mi plazer. CAL.--pues senora e glori,plazer,i,no,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
nestas burlas me dan plazer: ,to: tus honestas burlas me dan plazer: tus deshonestas manos me ,plazer,n,no,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
ue quita primero las plumas. ,comer el aue quita primero las plumas. LUCR.--mala landre me mat,plumas,s,no,u,no,2,29.23677401,3.375427301,no,stressed,1,0.5,oral,preservation,p
 mi padre. Mi bien e plazer t,la casa de mi padre. Mi bien e plazer todo es ydo en humo. mi al,plazer,e,yes,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
mor? que es esso que lloras t,"izes, mi amor? que es esso que lloras tan sin mesura? TRIST.--ll",lloras,e,yes,o,yes,4,58.47354803,4.068574482,no,stressed,2,0.5,oral,palatalization,p
#NAME?,ra? TRIST.--lloro mi gran mal. lloro mis muchos dolores. Cayo m,lloro,.,no,o,yes,13,190.0390311,5.247229478,no,stressed,5,0.384615385,oral,palatalization,p
r; vaya con nosotros llanto: , este lugar; vaya con nosotros llanto: acompanenos soledad: siga,llanto,s,no,a,yes,6,87.71032204,4.47403959,no,stressed,2,0.333333333,oral,palatalization,p
n tarde alcanzado el plazer: ,triste. tan tarde alcanzado el plazer: tan presto venido el dolo,plazer,l,no,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
s cabellos: agora en plazer: ,i meses tus cabellos: agora en plazer: agora en tristeza. que pl,plazer,n,no,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
ora en tristeza. que planeta h,plazer: agora en tristeza. que planeta houo que tan presto contra,planeta,e,yes,a,yes,2,29.23677401,3.375427301,no,unstressed,1,0.5,written,preservation,p
uiste osadia para el plazer. ,a: pues touiste osadia para el plazer. MELIB.--oyes lo que aquel,plazer,l,no,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
te en el huerto: que plazer s,era hallarte en el huerto: que plazer sentiste con la venida: ni,plazer,e,yes,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
"amara, acostarte as: llamare a","os en la camara, acostarte as: llamare a tu padre e fingiremos ot",llamare,:,no,a,yes,2,29.23677401,3.375427301,no,unstressed,1,0.5,oral,palatalization,c
NTENO AUTO. Lucrecia llama a,TO DEL VEYNTENO AUTO. Lucrecia llama a la puerta de la camara d,llama,a,yes,a,yes,86,1257.181283,7.136627417,no,stressed,8,0.093023256,oral,palatalization,c
"eda ver el gesto con claridad.""","rque le pueda ver el gesto con claridad."" Que es esto, hija mia: q",claridad,n,no,a,yes,7,102.3287091,4.628190269,no,unstressed,4,0.571428571,oral,preservation,c
e passion: que a los flacos c,nfermedad e passion: que a los flacos corazones el dolor los arg,flacos,s,no,a,yes,5,73.09193504,4.291718033,no,stressed,1,0.2,oral,preservation,f
? MELIB.--vna mortal llaga e,ue sientes? MELIB.--vna mortal llaga en medio del corazon: que ,llaga,l,no,a,yes,25,365.4596752,5.901155945,no,stressed,6,0.24,oral,palatalization,p
cedad toda suele ser plazer e,gez. La mocedad toda suele ser plazer e alegria: enemiga de enoj,plazer,r,no,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
"a. Cata, si huyes de plazer: ","ara tu pena. Cata, si huyes de plazer: no ay cosa mas contraria ",plazer,e,yes,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
" MELIB.--mas si a ti plazera, "," nosotros. MELIB.--mas si a ti plazera, padre mio, mandar traer a",plazera,i,no,a,yes,2,29.23677401,3.375427301,no,unstressed,1,0.5,oral,preservation,p
gripina: por solo su plazer h,su madre Agripina: por solo su plazer hizo matar. Estos son dign,plazer,u,no,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
nica fija: mi fin es llegado. ,te de tu vnica fija: mi fin es llegado. Llegado es mi descanso e ,llegado,s,no,e,yes,5,73.09193504,4.291718033,no,unstressed,0,0,oral,palatalization,p
scanso e tu passion. llegado e,o es mi descanso e tu passion. llegado es mi aliuio e tu pena. ll,llegado,.,no,e,yes,5,73.09193504,4.291718033,no,unstressed,0,0,oral,palatalization,p
mi aliuio e tu pena. llegada e,legado es mi aliuio e tu pena. llegada es mi acompanada hora e tu,llegada,.,no,e,yes,5,73.09193504,4.291718033,no,unstressed,2,0.4,oral,palatalization,p
o la interrumpas con lloro n,partida. No la interrumpas con lloro ni palabras: si no quedara,lloro,n,no,o,yes,13,190.0390311,5.247229478,no,stressed,5,0.384615385,oral,palatalization,p
haze. Bien vees este clamor d,la cibdad haze. Bien vees este clamor de campanas: este alarido ,clamor,e,yes,a,yes,1,14.61838701,2.68228012,yes,unstressed,1,1,written,preservation,c
 vn cauallero que se llamaua C,or mi amor vn cauallero que se llamaua Calisto: el qual tu bien c,llamaua,e,yes,a,yes,6,87.71032204,4.47403959,no,unstressed,3,0.5,oral,palatalization,c
"imismo sus padres, e claro l","sciste assimismo sus padres, e claro linaje. sus virtudes e bon",claro,e,yes,a,yes,23,336.2229012,5.817774336,no,stressed,9,0.391304348,oral,preservation,c
a e sagaz muger: que llamauan C," vna astuta e sagaz muger: que llamauan Celestina. La qual, de su ",llamauan,e,yes,a,yes,3,43.85516102,3.780892409,no,unstressed,3,1,oral,palatalization,c
n porque muero. Gran plazer l,riste razon porque muero. Gran plazer lleuo de no la ver present,plazer,n,no,a,yes,78,1140.234187,7.038988947,no,unstressed,31,0.397435897,oral,preservation,p
mara con grandissimo llanto: ,do a su camara con grandissimo llanto: preguntale Alisa su muger,llanto,o,yes,a,yes,6,87.71032204,4.47403959,no,stressed,2,0.333333333,oral,palatalization,p
dazos: e haziendo su planto c,o hecho pedazos: e haziendo su planto concluye. ALISA. PLEBERIO.,planto,u,no,a,yes,1,14.61838701,2.68228012,yes,stressed,0,0,oral,palatalization,p
no acostumbradas: tu llanto e,us quexas no acostumbradas: tu llanto e congoxa de tanto sentimi,llanto,u,no,a,yes,6,87.71032204,4.47403959,no,stressed,2,0.333333333,oral,palatalization,p
 sepulcro. porque no llore y,o vayas al sepulcro. porque no llore yo solo la perdida dolorid,llore,o,yes,o,yes,9,131.5654831,4.879504698,no,stressed,2,0.222222222,oral,palatalization,p
siruienta. Ayudame a llorar n,su triste siruienta. Ayudame a llorar nuestra llagada postremeri,llorar,a,yes,o,yes,21,306.9861272,5.726802558,no,unstressed,13,0.619047619,oral,palatalization,p
uestra llagada p,a llorar nuestra llagada postremeria. O gentes que ,llagada,a,yes,o,yes,2,29.23677401,3.375427301,no,unstressed,1,0.5,oral,palatalization,p
 honrras? para quien plante a,en adquiri honrras? para quien plante arboles? para quien fabriq,plante,n,no,a,yes,1,14.61838701,2.68228012,yes,stressed,0,0,oral,preservation,p
s? dexarasme aquella florida p,"redamientos? dexarasme aquella florida planta, en quien tu poder ",florida,a,yes,o,yes,2,29.23677401,3.375427301,no,unstressed,2,1,oral,preservation,f
"s. Dierasme, fortuna flutuosa: ","r no tenias. Dierasme, fortuna flutuosa: triste la mocedad con veg",flutuosa,a,yes,u,no,1,14.61838701,2.68228012,yes,unstressed,1,1,written,preservation,f
a edad: que no en la flaca p,a e robusta edad: que no en la flaca postremeria. O vida de con,flaca,a,yes,a,yes,13,190.0390311,5.247229478,no,stressed,5,0.384615385,oral,preservation,f
. O vida de congoxas llena. ,ostremeria. O vida de congoxas llena. de miserias acompanada. O,llena,s,no,e,yes,11,160.8022571,5.080175393,no,stressed,7,0.636363636,oral,palatalization,p
sses sin tiempo esta flor q,no me sacasses sin tiempo esta flor que este dia echaste de tu,flor,a,yes,o,yes,16,233.8941921,5.454868843,no,stressed,2,0.125,oral,preservation,f
dan en corro. laguna llena d,res que andan en corro. laguna llena de cieno. region llena de ,llena,a,yes,e,yes,11,160.8022571,5.080175393,no,stressed,7,0.636363636,oral,palatalization,p
e cieno. region llena d,na llena de cieno. region llena de espinas. monte alto. ca,llena,a,yes,e,yes,11,160.8022571,5.080175393,no,stressed,7,0.636363636,oral,palatalization,p
mpo pedregoso. prado lleno d,e alto. campo pedregoso. prado lleno de serpientes. huerto flor,lleno,o,yes,e,yes,8,116.9470961,4.761721662,no,stressed,4,0.5,oral,palatalization,p
e serpientes. huerto florido e,do lleno de serpientes. huerto florido e sin fruto. fuente de cuy,florido,o,yes,e,yes,1,14.61838701,2.68228012,yes,unstressed,1,1,oral,preservation,f
. bienauenturados se llamaran q,tado dexar. bienauenturados se llamaran quando vean el galardon qu,llamaran,e,yes,a,yes,1,14.61838701,2.68228012,yes,unstressed,1,1,oral,palatalization,c
" podras dezir, mundo lleno d","Pues menos podras dezir, mundo lleno de males, que fuimos semej",lleno,o,yes,e,yes,8,116.9470961,4.761721662,no,stressed,4,0.5,oral,palatalization,p
 al hijo que enfermo lloraua: , rey Dauid al hijo que enfermo lloraua: muerto no quiso llorar. D,lloraua,o,yes,o,yes,1,14.61838701,2.68228012,yes,unstressed,1,1,oral,palatalization,p
muerto no quiso llorar. , lloraua: muerto no quiso llorar. Diziendo que era quasi lo,llorar,o,yes,o,yes,21,306.9861272,5.726802558,no,unstressed,13,0.619047619,oral,palatalization,p
que era quasi locura llorar l, Diziendo que era quasi locura llorar lo irrecuperable: quedauan,llorar,a,yes,o,yes,21,306.9861272,5.726802558,no,unstressed,13,0.619047619,oral,palatalization,p
", con que soldase su llaga. ","ros muchos, con que soldase su llaga. E yo no lloro triste a el",llaga,u,no,a,yes,25,365.4596752,5.901155945,no,stressed,6,0.24,oral,palatalization,p
E yo no lloro t,su llaga. E yo no lloro triste a ella muerta: pero,lloro,u,no,a,yes,13,190.0390311,5.247229478,no,stressed,5,0.384615385,oral,palatalization,p
o me respondas si te llamo? ,e de que no me respondas si te llamo? quien me podra cobrir la ,llamo,e,yes,a,yes,5,73.09193504,4.291718033,no,stressed,3,0.6,oral,palatalization,c
 que pescas nuestras flacas v,"redes, con que pescas nuestras flacas voluntades. A do me pones ",flacas,s,no,a,yes,4,58.47354803,4.068574482,no,stressed,1,0.25,oral,preservation,f
 te curaste. Dios te llamaron o,los que no te curaste. Dios te llamaron otros: no se con que error,llamaron,e,yes,a,yes,2,29.23677401,3.375427301,no,unstressed,2,1,oral,palatalization,c
 jamas haze senal do llega. , rayo: que jamas haze senal do llega. La lena que gasta tu llam,llega,o,yes,e,yes,49,716.3009634,6.574100419,no,stressed,3,0.06122449,oral,palatalization,p
La lena que gasta tu llama s,do llega. La lena que gasta tu llama son almas e vidas de human,llama,o,yes,e,yes,86,1257.181283,7.136627417,no,stressed,8,0.093023256,oral,palatalization,f
"s y lanza, azotes: y clauos s","que espinas y lanza, azotes: y clauos su sangre vertieron: los f",clauos,y,no,a,yes,2,29.23677401,3.375427301,no,stressed,0,0,oral,preservation,c
 mi mano turuias con claras m,es turuada mi mano turuias con claras mezclando razones dexa las,claras,n,no,a,yes,4,58.47354803,4.068574482,no,stressed,0,0,oral,preservation,c
e por boca de todos: llorando y, y responde por boca de todos: llorando y riendo en tiempo y sazon,llorando,:,no,o,yes,7,102.3287091,4.628190269,no,unstressed,3,0.428571429,oral,palatalization,p
 libro. Ni quiere mi pluma: ,ncipio del libro. Ni quiere mi pluma: ni manda razon que quede ,pluma,i,no,u,no,13,190.0390311,5.247229478,no,stressed,2,0.153846154,oral,preservation,p
 digna gloria: ni su claro n,mbre ni su digna gloria: ni su claro nombre cubierto de oluido ,claro,u,no,a,yes,23,336.2229012,5.817774336,no,stressed,9,0.391304348,oral,preservation,c
ombre: su tierra: su clara n,"anera su nombre: su tierra: su clara nacion. ""Toca como se deui",clara,u,no,a,yes,20,292.3677401,5.678012394,no,stressed,3,0.15,oral,preservation,c
omo se deuia la obra llamar T,"n. ""Toca como se deuia la obra llamar Tragicomedia e no comedia.",llamar,a,yes,a,yes,18,263.1309661,5.572651878,no,unstressed,6,0.333333333,oral,palatalization,c
traydor supplico que llores d,ste mundo traydor supplico que llores discreto lector el tragico,llores,e,yes,o,yes,4,58.47354803,4.068574482,no,stressed,2,0.5,oral,palatalization,p
